更新时间,#genre#
CCTV-16,http://58.17.48.228:808/hls/25/index.m3u8$订阅源
CCTV-16,http://61.138.128.226:19901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-16,http://www.lebaobei.top:6868/rtp/239.255.30.88:8231$甘肃电信组播源
CCTV-16,http://122.9.151.210:887/rtp/238.255.2.219:5999$贵州电信组播源
CCTV-16,http://122.9.151.210:2676/rtp/238.255.2.219:5999$组播源
CCTV-16,http://122.9.151.210:3203/rtp/238.255.2.219:5999$组播源
CCTV-16,http://122.9.151.210:2224/rtp/238.255.2.219:5999$组播源
CCTV-16,http://120.55.49.231:2693/rtp/233.50.201.192:5140$组播源
CCTV-16,http://120.55.49.231:3095/rtp/233.50.201.192:5140$组播源
CCTV-16,http://120.55.49.231:6519/rtp/233.50.201.192:5140$组播源
CCTV-17,http://159.75.85.63:5678/zb.php?id=douyin$订阅源|3840x2160
CCTV-17,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8$订阅源|1920x1080
CCTV-17,http://211.101.247.19:6699/api/migu.php?type=hls&url=live-cctv17$订阅源
CCTV-17,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000006000268004/index.m3u8?channel-id=ystenlive&Contentid=1000000006000268004&livemode=1&stbId=no$订阅源
CCTV-17,http://39.98.201.151:9090/udp/225.1.8.117:8064$订阅源
CCTV-17,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265015/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=3$订阅源
CCTV-17,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000//1.m3u8?channel-id=ystenlive&Contentid=1000000005000265015&livemode=1&stbId=3$订阅源
CCTV-17,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265015$订阅源
CCTV-17,http://www.lebaobei.top:6868/rtp/239.255.30.96:8231$甘肃电信组播源
CCTV-17,http://122.9.151.210:887/rtp/238.255.2.137:5999$贵州电信组播源
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.17:8144$北京电信组播源
CCTV-17,http://123.56.129.203:4310/rtp/225.1.8.117:8064$北京电信组播源
CCTV-17,http://120.55.49.231:3095/rtp/233.50.201.35:5140$组播源
CCTV-17,http://123.56.129.203:2604/rtp/225.1.8.17:8144$组播源
CCTV-17,http://120.55.49.231:3095/rtp/233.50.200.113:5140$组播源
CCTV-17,http://123.56.129.203:2604/rtp/225.1.8.117:8064$组播源
CETV1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8$订阅源
CETV1,http://gslbservzqhsw.itv.cmvideo.cn/5000000002000002652/1.m3u8?channel-id=bestzb&Contentid=5000000002000002652&livemode=1&stbId=3$订阅源
CETV1,http://60.255.240.247:8090/live/CETV-1H264_4000.m3u8$订阅源
CETV1,http://8.138.7.223/tv/cetv1.m3u8$订阅源
CETV1,http://8.138.7.223/tv/zb/bjcucc.php?id=27$订阅源
CETV1,http://home.yulei.online:9999/udp/226.0.2.181:9360$订阅源|1920x1080
CETV1,http://home.yulei.online:9999/udp/226.0.2.68:8456$订阅源|1920x1080
CETV1,http://tvbox6.com/tv//zb/bjcucc.php?id=27$订阅源
CETV1,http://122.9.151.210:887/rtp/238.255.2.105:5999$贵州电信组播源
CETV1,http://123.56.129.203:4310/rtp/225.1.8.169:4120$北京电信组播源
CETV1,http://122.9.151.210:2099/rtp/238.255.2.105:5999$贵州电信组播源
CETV1,http://120.55.49.231:8779/rtp/233.50.201.75:5140$浙江电信组播源
CETV1,http://122.9.151.210:2676/rtp/238.255.2.105:5999$组播源
CETV1,http://120.55.49.231:6519/rtp/233.50.201.75:5140$组播源
CETV1,http://123.56.129.203:6320/rtp/225.1.8.169:4120$组播源
CETV1,http://122.9.151.210:8297/rtp/238.255.2.105:5999$组播源
CETV2,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8$订阅源
CETV2,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266004&livemode=1&stbId=3$订阅源
CETV2,http://8.138.7.223/tv/zb/bjcucc.php?id=28$订阅源
CETV2,http://home.yulei.online:9999/udp/226.0.2.69:8464$订阅源|1920x1080
CETV2,http://tvbox6.com/tv/bfgd.php?id=492$订阅源
CETV2,http://tvbox6.com/tv//zb/bjcucc.php?id=28$订阅源
CETV2,http://122.9.151.210:887/rtp/238.255.2.221:5999$贵州电信组播源
CETV2,http://123.56.129.203:4310/rtp/225.1.8.193:4120$北京电信组播源
CETV2,http://122.9.151.210:2099/rtp/238.255.2.221:5999$贵州电信组播源
CETV2,http://123.56.129.203:6320/rtp/225.1.8.193:4120$组播源
CETV2,http://123.56.129.203:8320/rtp/225.1.8.193:4120$组播源
CETV2,http://122.9.151.210:2224/rtp/238.255.2.221:5999$组播源
CETV3,https://piccpndali.v.myalicdn.com/audio/cetv3_2.m3u8$订阅源
CETV3,http://8.138.7.223/tv/zb/bjcucc.php?id=29$订阅源
CETV3,http://tvbox6.com/tv//zb/bjcucc.php?id=29$订阅源
CETV3,http://123.56.129.203:4310/rtp/225.1.8.194:4120$北京电信组播源
CETV3,http://123.56.129.203:2821/rtp/225.1.8.194:4120$北京电信组播源
CETV3,http://123.56.129.203:9720/rtp/225.1.8.194:4120$北京电信组播源
CETV3,http://123.56.129.203:3639/rtp/225.1.8.194:4120$北京电信组播源
CETV3,http://123.56.129.203:9377/rtp/225.1.8.194:4120$北京电信组播源
CETV3,http://123.56.129.203:7783/rtp/225.1.8.194:4120$北京电信组播源
CETV4,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8$订阅源
CETV4,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031126/index.m3u8?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031126$订阅源
CETV4,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031126/1.m3u8?channel-id=bestzb&Contentid=5000000011000031126&livemode=1&stbId=3$订阅源
CETV4,http://60.255.240.247:8090/live/CETV-4H264_2000.m3u8$订阅源
CETV4,http://8.138.7.223/tv/zb/bjcucc.php?id=30$订阅源
CETV4,http://home.yulei.online:9999/udp/226.0.2.70:8472$订阅源|1920x1080
CETV4,http://tvbox6.com/tv//zb/bjcucc.php?id=30$订阅源
CETV4,http://122.9.151.210:887/rtp/238.255.2.222:5999$贵州电信组播源
CETV4,http://123.56.129.203:4310/rtp/225.1.8.195:4120$北京电信组播源
CETV4,http://122.9.151.210:2099/rtp/238.255.2.222:5999$贵州电信组播源
CETV4,http://120.55.49.231:8779/rtp/233.50.200.162:5140$浙江电信组播源
CETV4,http://120.55.49.231:6519/rtp/233.50.200.162:5140$组播源
CETV4,http://123.56.129.203:7778/rtp/225.1.8.195:4120$组播源
CETV4,http://123.56.129.203:6320/rtp/225.1.8.195:4120$组播源
CETV4,http://122.9.151.210:9118/rtp/238.255.2.222:5999$组播源
CETV4,http://123.56.129.203:5850/rtp/225.1.8.195:4120$组播源
💰数字频道,#genre#
LOVENATURE4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8$订阅源|3840x2160
LOVENATURE4K,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8$订阅源|3840x2160
华数4K,http://gslbserv.itv.cmvideo.cn:80/6000000003000004748/1.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=IPTV$订阅源
华数4K,http://www.72444165.xyz:5005/itv/wasusyt/6000000003000004748$订阅源
纯享4K,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000011651$订阅源
纯享4K,http://gslbserv.itv.cmvideo.cn:80/1000000004000011651/1.m3u8?channel-id=ystenlive&Contentid=1000000004000011651&livemode=1&stbId=IPTV$订阅源
欢笑剧场,http://111.29.9.34:6610/000000001000/1/1.m3u8?stbId=1&livemode=1&IASHttpSessionId=OTT760920241110011719006907&channel-id=bestzb&Contentid=5000000007000010001$订阅源
欢笑剧场,http://8.138.7.223/tv/migu.php?id=hxjc$订阅源
欢笑剧场,http://8.138.7.223/tv/gdmzyd.php?id=98$订阅源
欢笑剧场,http://8.138.7.223/tv/zb/shctcc.php?id=11$订阅源
欢笑剧场,http://8.138.7.223/tv/zb/shctcc.php?id=12$订阅源
欢笑剧场,https://tv.iill.top/migu/hxjc$订阅源
欢笑剧场,http://tvbox6.icu/tv/migu.php?id=hxjc$订阅源
欢笑剧场,http://tvbox6.icu/tv/gdmzyd.php?id=98$订阅源
欢笑剧场,http://139.196.151.191:7771/rtp/239.45.1.4:5140$组播源
欢笑剧场,http://139.196.151.191:1897/rtp/239.45.1.4:5140$组播源
欢笑剧场,http://120.55.49.231:2578/rtp/233.50.201.189:5140$组播源
欢笑剧场,http://139.196.151.191:7008/rtp/239.45.3.196:5140$组播源
欢笑剧场,http://139.196.151.191:7771/rtp/239.45.3.196:5140$组播源
欢笑剧场,http://139.196.151.191:1897/rtp/239.45.3.196:5140$组播源
欢笑剧场,http://139.196.151.191:3753/rtp/239.45.3.196:5140$组播源
欢笑剧场,http://139.196.151.191:7008/rtp/239.45.1.4:5140$组播源
爱上4K,http://8.138.7.223/tv/zb/bjcucc.php?id=45$订阅源
爱上4K,http://tvbox6.com/tv/zb/bjcucc.php?id=45$订阅源
爱上4K,http://123.56.129.203:7428/rtp/225.1.8.80:2000$北京电信组播源
爱上4K,http://123.56.129.203:2823/rtp/225.1.8.80:2000$北京电信组播源
风云音乐,http://112.234.23.81:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
第一剧场,http://112.234.23.81:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
风云剧场,http://112.234.23.81:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
怀旧剧场,http://112.234.23.81:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
电视指南,http://tvbox6.com/tv/bfgd.php?id=164$订阅源
世界地理,http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.200:80/PLTV/4/224/3221228680/1.m3u8?accountinfo=iqf%2B%2FzVl%2BDwUCM587YmhVxYnN9tz7M5yQyLT6YcSOlC3sKM6ExysDo0g3A9CbIkxKC%2FWpogN2oDXZwE5U7VLVlZh%2Fit2Go0ns93wVa3gyyM9IWVIwKzNTTXWP6IWBZgKFgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026024046%2C-1%2C36.156.32.22%2C20241026024046%2CG_SHIJIEDL-CQ%2C1734227797283_6F%3A4B%3AE6%3A16%3A74%3AD4%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000019436223_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_SHIJIEDL-CQ%2FG_SHIJIEDL-CQ&icpid=88888888&from=5&popid=5&hms_devid=123&prioritypopid=5$订阅源
世界地理,http://112.234.23.81:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
世界地理,http://tvbox6.com/tv/bfgd.php?id=177$订阅源
兵器科技,http://112.234.23.81:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
金鹰纪实,http://60.164.128.167:8029/udp/239.255.29.39:8231$订阅源|1920x1080
金鹰纪实,http://116.128.242.83:9901/tsfile/live/1001_1.m3u8$订阅源
金鹰纪实,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5000000011000031203/index.m3u8?channel-id=bestzb&livemode=1&stbId=10&Contentid=5000000011000031203$订阅源
金鹰纪实,http://39.98.201.151:9090/udp/225.1.8.31:8156$订阅源
金鹰纪实,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031203/1.m3u8?channel-id=bestzb&Contentid=5000000011000031203&livemode=1&stbId=3$订阅源
金鹰纪实,https://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTM4Y2Y1NGJjMmE4NTIzM2I1MGJjN2EzMWY1Y2U4N2Q3JmVzPTE3MjUzMzc3NzUmdXVpZD05YWRjNWFiMDA0YTEzODYyMTk2ZTNlNjY3MzVmOWY4Mi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/JYJSMPP360.m3u8$订阅源
金鹰纪实,http://110.177.146.152:888/udp/239.1.1.63:8063$订阅源|1920x1080
金鹰纪实,http://119.36.148.115:59901/tsfile/live/1010_1.m3u8$订阅源
金鹰纪实,http://www.lebaobei.top:6868/rtp/239.255.29.39:8231$甘肃电信组播源
金鹰纪实,http://139.196.151.191:2051/rtp/239.45.1.45:5140$上海电信组播源
金鹰纪实,http://122.9.151.210:887/rtp/238.255.2.108:5999$贵州电信组播源
金鹰纪实,http://123.56.129.203:4310/rtp/225.1.8.31:8156$北京电信组播源
金鹰纪实,http://122.9.151.210:2099/rtp/238.255.2.108:5999$贵州电信组播源
金鹰纪实,http://122.9.151.210:2228/rtp/238.255.2.108:5999$组播源
金鹰纪实,http://122.9.151.210:9318/rtp/238.255.2.108:5999$组播源
金鹰纪实,http://122.9.151.210:2162/rtp/238.255.2.108:5999$组播源
求索纪录,http://gslbserv.itv.cmvideo.cn:80/6000000002000032052/1.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=IPTV$订阅源
求索纪录,http://www.a-1.top:35455/itv/6000000002000032052.m3u8?cdn=wasusyt$订阅源
求索生活,http://zqhswlive.itv.cmvideo.cn/000000001000/2000000004000000008/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000008&livemode=1&stbId=4&AuthInfo=JVTQE2V417UJEJ%2BQEyqkJKH4NghzQyKkj9WSEqSx2JUX4W08E0tX%2B1jdEuQbkbVfP0%2BQVS1eLxxH%2B1%2F3Kt9dlQ%3D%3D$订阅源
求索生活,http://gslbserv.itv.cmvideo.cn:80/6000000002000003382/1.m3u8?channel-id=wasusyt&Contentid=6000000002000003382&livemode=1&stbId=IPTV$订阅源
求索生活,http://tvbox6.com/tv/bfgd.php?id=288$订阅源
求索生活,http://www.a-1.top:35455/itv/6000000002000003382.m3u8?cdn=wasusyt$订阅源
求索动物,http://zqhswlive.itv.cmvideo.cn/000000001000/2000000004000000009/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000009&livemode=1&stbId=4&AuthInfo=JVTQE2V417UJEJ%2BQEyqkJKH4NghzQyKkj9WSEqSx2JUX4W08E0tX%2B1jdEuQbkbVfP0%2BQVS1eLxxH%2B1%2F3Kt9dlQ%3D%3D$订阅源
求索动物,http://gslbserv.itv.cmvideo.cn:80/6000000002000010046/1.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=IPTV$订阅源
求索动物,http://www.a-1.top:35455/itv/6000000002000010046.m3u8?cdn=wasusyt$订阅源
求索动物,http://tvbox6.com/tv/bfgd.php?id=287$订阅源
求索科学,http://zqhswlive.itv.cmvideo.cn/000000001000/2000000004000000011/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000011&livemode=1&stbId=4&AuthInfo=JVTQE2V417UJEJ%2BQEyqkJKH4NghzQyKkj9WSEqSx2JUX4W08E0tX%2B1jdEuQbkbVfP0%2BQVS1eLxxH%2B1%2F3Kt9dlQ%3D%3D$订阅源
求索科学,http://gslbserv.itv.cmvideo.cn:80/6000000002000032344/1.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=IPTV$订阅源
求索科学,http://www.a-1.top:35455/itv/6000000002000032344.m3u8?cdn=wasusyt$订阅源
SiTV七彩戏剧,http://gslbserv.itv.cmvideo.cn/5000000011000031116/1.m3u8?channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=3$订阅源
SiTV七彩戏剧,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031116/1.m3u8?channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=3$订阅源
SiTV七彩戏剧,https://tv.iill.top/migu/qcxj$订阅源
SiTV七彩戏剧,http://gslbserv.itv.cmvideo.cn:80/5000000011000031116/1.m3u8?channel-id=bestzb&Contentid=5000000011000031116&livemode=1&stbId=IPTV$订阅源
SiTV东方财经,http://gslbservzqhsw.itv.cmvideo.cn/5000000007000010003/1.m3u8?channel-id=bestzb&Contentid=5000000007000010003&livemode=1&stbId=3$订阅源
SiTV动漫秀场,http://gslbserv.itv.cmvideo.cn/5000000011000031113/1.m3u8?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=3$订阅源
SiTV动漫秀场,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031113/1.m3u8?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=3$订阅源
SiTV动漫秀场,http://gslbserv.itv.cmvideo.cn:80/5000000011000031113/1.m3u8?channel-id=bestzb&Contentid=5000000011000031113&livemode=1&stbId=IPTV$订阅源
SiTV欢笑剧场,http://gslbserv.itv.cmvideo.cn/5000000007000010001/1.m3u8?channel-id=bestzb&Contentid=5000000007000010001&livemode=1&stbId=3$订阅源
SiTV欢笑剧场,http://gslbserv.itv.cmvideo.cn/5000000002000009455/1.m3u8?channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=3$订阅源
SiTV欢笑剧场,http://gslbservzqhsw.itv.cmvideo.cn/5000000002000009455/1.m3u8?channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=3$订阅源
SiTV欢笑剧场,http://gslbserv.itv.cmvideo.cn:80/5000000002000009455/1.m3u8?channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=IPTV$订阅源
SiTV欢笑剧场,http://www.lebaobei.top:6868/rtp/239.255.29.7:8231$甘肃电信组播源
SiTV法治天地,http://gslbserv.itv.cmvideo.cn/9001547084732463424/1.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=3$订阅源
SiTV法治天地,http://gslbservzqhsw.itv.cmvideo.cn/9001547084732463424/1.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=3$订阅源
SiTV法治天地,https://tv.iill.top/migu/qcxj$订阅源
SiTV法治天地,http://gslbserv.itv.cmvideo.cn:80/9001547084732463424/1.m3u8?channel-id=bestzb&Contentid=9001547084732463424&livemode=1&stbId=IPTV$订阅源
SiTV法治天地,http://www.lebaobei.top:6868/rtp/239.255.29.24:8231$甘肃电信组播源
SiTV游戏风云,http://gslbserv.itv.cmvideo.cn/5000000011000031114/1.m3u8?channel-id=bestzb&Contentid=5000000011000031114&livemode=1&stbId=3$订阅源
SiTV游戏风云,https://tv.iill.top/migu/yxfy$订阅源
SiTV游戏风云,http://gslbserv.itv.cmvideo.cn:80/5000000011000031114/1.m3u8?channel-id=bestzb&Contentid=5000000011000031114&livemode=1&stbId=IPTV$订阅源
SiTV生活时尚,http://gslbserv.itv.cmvideo.cn/5000000002000019634/1.m3u8?channel-id=bestzb&Contentid=5000000002000019634&livemode=1&stbId=3$订阅源
SiTV生活时尚,http://gslbservzqhsw.itv.cmvideo.cn/5000000002000019634/1.m3u8?channel-id=bestzb&Contentid=5000000002000019634&livemode=1&stbId=3$订阅源
SiTV生活时尚,http://gslbserv.itv.cmvideo.cn:80/5000000002000019634/1.m3u8?channel-id=bestzb&Contentid=5000000002000019634&livemode=1&stbId=IPTV$订阅源
SiTV都市剧场,http://gslbserv.itv.cmvideo.cn/5000000011000031111/1.m3u8?channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=3$订阅源
SiTV都市剧场,http://gslbservzqhsw.itv.cmvideo.cn/5000000011000031111/1.m3u8?channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=3$订阅源
SiTV都市剧场,http://gslbserv.itv.cmvideo.cn:80/5000000011000031111/1.m3u8?channel-id=bestzb&Contentid=5000000011000031111&livemode=1&stbId=IPTV$订阅源
SiTV都市剧场,http://www.lebaobei.top:6868/rtp/239.255.29.22:8231$甘肃电信组播源
哒啵赛事,http://gslbservzqhsw.itv.cmvideo.cn/1.m3u8?channel-id=ystenlive&Contentid=1000000001000003775&livemode=1&stbId=3$订阅源
哒啵赛事,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000001000006906/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000001000006906$订阅源
哒啵赛事,http://www.72444165.xyz:5005/itv/ystenlive/1000000001000003775$订阅源
哒啵赛事,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000003775/1.m3u8?channel-id=ystenlive&Contentid=1000000001000003775&livemode=1&stbId=3$订阅源
哒啵赛事,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/5320946857686967621/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=5320946857686967621$订阅源
哒啵赛事,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000001000003775/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000001000003775$订阅源
哒啵赛事,http://112.102.217.173:9003//hls/101/index.m3u8$订阅源
黑莓动画,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000021734$订阅源
黑莓动画,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/1000000004000021734/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=1000000004000021734$订阅源
黑莓动画,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000021734/1.m3u8?channel-id=ystenlive&Contentid=1000000004000021734&livemode=1&stbId=3$订阅源
黑莓动画,http://gslbservzqhsw.itv.cmvideo.cn/000000001000/6497762188035533951/index.m3u8?channel-id=ystenlive&livemode=1&stbId=4&Contentid=6497762188035533951$订阅源
黑莓动画,http://112.102.217.173:9003//hls/100/index.m3u8$订阅源
NewTV超级电影,http://gslbserv.itv.cmvideo.cn:80/1000000003000012426/1.m3u8?channel-id=ystenlive&Contentid=1000000003000012426&livemode=1&stbId=IPTV$订阅源
NewTV超级体育,http://gslbserv.itv.cmvideo.cn:80/1000000001000009601/1.m3u8?channel-id=ystenlive&Contentid=1000000001000009601&livemode=1&stbId=IPTV$订阅源
NewTV超级综艺,http://gslbserv.itv.cmvideo.cn:80/1000000006000268002/1.m3u8?channel-id=ystenlive&Contentid=1000000006000268002&livemode=1&stbId=IPTV$订阅源
NewTV金牌综艺,http://gslbserv.itv.cmvideo.cn:80/1000000004000026167/1.m3u8?channel-id=ystenlive&Contentid=1000000004000026167&livemode=1&stbId=IPTV$订阅源
NewTV东北热剧,http://gslbserv.itv.cmvideo.cn:80/1000000005000266013/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266013&livemode=1&stbId=IPTV$订阅源
NewTV古装剧场,http://gslbserv.itv.cmvideo.cn:80/2000000003000000024/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000024&livemode=1&stbId=IPTV$订阅源
NewTV欢乐剧场,http://gslbserv.itv.cmvideo.cn:80/1000000005000266012/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266012&livemode=1&stbId=IPTV$订阅源
NewTV怡伴健康,http://gslbserv.itv.cmvideo.cn:80/1000000005000266011/1.m3u8?channel-id=ystenlive&Contentid=1000000005000266011&livemode=1&stbId=IPTV$订阅源
NewTV潮妈辣婆,http://gslbserv.itv.cmvideo.cn:80/2000000003000000018/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000018&livemode=1&stbId=IPTV$订阅源
NewTV军旅剧场,http://gslbserv.itv.cmvideo.cn:80/2000000003000000014/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000014&livemode=1&stbId=IPTV$订阅源
NewTV军事评论,http://gslbserv.itv.cmvideo.cn:80/2000000003000000022/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000022&livemode=1&stbId=IPTV$订阅源
NewTV中国功夫,http://gslbserv.itv.cmvideo.cn:80/2000000003000000009/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000009&livemode=1&stbId=IPTV$订阅源
NewTV农业致富,http://gslbserv.itv.cmvideo.cn:80/2000000003000000003/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000003&livemode=1&stbId=IPTV$订阅源
NewTV动作电影,http://www.72444165.xyz:5005/itv/ystenlive/1000000004000018653$订阅源
NewTV动作电影,http://gslbserv.itv.cmvideo.cn/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3$订阅源
NewTV动作电影,http://gslbserv.itv.cmvideo.cn:80/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=IPTV$订阅源
NewTV动作电影,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3$订阅源
NewTV动作电影,http://gslbserv.itv.cmvideo.cn/2000000003000000017/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000017&livemode=1&stbId=3$订阅源
NewTV家庭剧场,http://gslbserv.itv.cmvideo.cn:80/1000000004000008284/1.m3u8?channel-id=ystenlive&Contentid=1000000004000008284&livemode=1&stbId=IPTV$订阅源
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn/2000000003000000015/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000015&livemode=1&stbId=3$订阅源
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=IPTV$订阅源
NewTV惊悚悬疑,http://gslbservzqhsw.itv.cmvideo.cn/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3$订阅源
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3$订阅源
NewTV武博世界,http://gslbserv.itv.cmvideo.cn:80/2000000003000000007/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000007&livemode=1&stbId=IPTV$订阅源
NewTV炫舞未来,http://gslbserv.itv.cmvideo.cn:80/1000000001000000515/1.m3u8?channel-id=ystenlive&Contentid=1000000001000000515&livemode=1&stbId=IPTV$订阅源
NewTV爱情喜剧,http://gslbserv.itv.cmvideo.cn:80/2000000003000000010/1.m3u8?channel-id=hnbblive&Contentid=2000000003000000010&livemode=1&stbId=IPTV$订阅源
NewTV精品萌宠,http://gslbserv.itv.cmvideo.cn:80/1000000006000032328/1.m3u8?channel-id=ystenlive&Contentid=1000000006000032328&livemode=1&stbId=IPTV$订阅源
NewTV精品体育,http://gslbserv.itv.cmvideo.cn:80/1000000004000014634/1.m3u8?channel-id=ystenlive&Contentid=1000000004000014634&livemode=1&stbId=IPTV$订阅源
NewTV精品大剧,http://gslbserv.itv.cmvideo.cn:80/1000000004000013968/1.m3u8?channel-id=ystenlive&Contentid=1000000004000013968&livemode=1&stbId=IPTV$订阅源
爱科幻,http://zqhswlive.itv.cmvideo.cn/000000001000/2000000004000000033/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000033&livemode=1&stbId=4&AuthInfo=JVTQE2V417UJEJ%2BQEyqkJKH4NghzQyKkj9WSEqSx2JUX4W08E0tX%2B1jdEuQbkbVfP0%2BQVS1eLxxH%2B1%2F3Kt9dlQ%3D%3D$订阅源
爱历史,http://zqhswlive.itv.cmvideo.cn/000000001000/2000000004000000046/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000046&livemode=1&stbId=4&AuthInfo=JVTQE2V417UJEJ%2BQEyqkJKH4NghzQyKkj9WSEqSx2JUX4W08E0tX%2B1jdEuQbkbVfP0%2BQVS1eLxxH%2B1%2F3Kt9dlQ%3D%3D$订阅源
